"data","dia.do.ano","t.media","t.max","t.min","chuva","ur","estacao"
2010-11-16,320,27.4202083333333,32.1,22.73,0,70.5641666666667,"Primavera"
2010-11-17,321,24.1547916666667,29.6,21.87,61,89.1708333333333,"Primavera"
2010-11-18,322,24.781875,30.64,22.18,0.2,85.0772916666667,"Primavera"
2010-11-19,323,24.214,NA,NA,0,NA,"Primavera"
2010-11-20,324,NA,NA,NA,0,NA,"Primavera"
2010-11-21,325,NA,NA,NA,0,NA,"Primavera"
2010-11-22,326,26.4110526315789,NA,NA,0,NA,"Primavera"
2010-11-23,327,23.7054166666667,25.86,22.35,0,86.9791666666667,"Primavera"
2010-11-24,328,26.1708333333333,30.54,21.64,0.4,74.0429166666667,"Primavera"
2010-11-25,329,26.8502083333333,30.83,23.6,0.2,74.3272916666667,"Primavera"
2010-11-26,330,24.8570833333333,30.27,22.55,0.2,86.531875,"Primavera"
2010-11-27,331,25.15875,29.96,22.63,0.2,83.1552083333333,"Primavera"
2010-11-28,332,26.9597916666667,31.42,22.62,0.4,77.6052083333333,"Primavera"
2010-11-29,333,26.5960416666667,30.65,24.27,1.2,77.538125,"Primavera"
2010-11-30,334,27.5254166666667,31.8,24.02,0.8,71.9252083333333,"Primavera"
2010-12-01,335,25.37875,29.52,22.98,0.8,82.318125,"Primavera"
2010-12-02,336,25.62125,30.53,21.99,0.2,81.1083333333333,"Primavera"
2010-12-03,337,27.565,31.68,23.27,0,70.7329166666667,"Primavera"
2010-12-04,338,25.5685416666667,31.43,22.36,5,80.4654166666667,"Primavera"
2010-12-05,339,23.9229787234043,NA,NA,2.4,NA,"Primavera"
2010-12-06,340,23.533125,27.76,21.85,0.6,90.4333333333333,"Primavera"
2010-12-07,341,26.2515909090909,NA,NA,0.2,NA,"Primavera"
2010-12-08,342,21.9553333333333,NA,NA,6.6,NA,"Primavera"
2010-12-09,343,25.605625,32.01,21.51,0.4,79.3897916666667,"Primavera"
2010-12-10,344,26.4029166666667,32.1,22.64,0,78.0841666666667,"Primavera"
2010-12-11,345,26.87375,31.44,23.25,4,76.6064583333333,"Primavera"
2010-12-12,346,28.055,31.11,24.63,0,71.7385416666667,"Primavera"
2010-12-13,347,25.7647916666667,30.62,22.37,0,80.4870833333333,"Primavera"
2010-12-14,348,24.2341666666667,29.51,21.69,26.4,87.4889583333333,"Primavera"
2010-12-15,349,25.3529166666667,30.04,21.13,0.4,77.5410416666667,"Primavera"
2010-12-16,350,24.0739583333333,28.67,21.69,15.2,88.41375,"Primavera"
2010-12-17,351,23.24,26.37,21.09,3.2,88.3416666666667,"Primavera"
2010-12-18,352,24.5929166666667,28.51,22.19,0,84.5335416666667,"Primavera"
2010-12-19,353,25.6672916666667,30.32,22.2,0,81.1854166666667,"Primavera"
2010-12-20,354,21.7545833333333,23.9,20.23,48.8,94.2583333333333,"Primavera"
2010-12-21,355,22.9797916666667,26.12,20.04,0.2,86.5979166666667,"Primavera"
2010-12-22,356,24.79375,29.71,22.25,6.2,84.03625,"Primavera"
2010-12-23,357,24.543125,28.85,21.88,2.6,87.3720833333333,"Verão"
2010-12-24,358,22.8360416666667,27.88,21.45,3.8,89.575,"Verão"
2010-12-25,359,24.4466666666667,28.7,21.47,1.6,84.1795833333333,"Verão"
2010-12-26,360,24.6439583333333,28.97,22.35,2.2,87.8222916666667,"Verão"
2010-12-27,361,23.75875,27.38,22.35,13.2,91.5333333333333,"Verão"
2010-12-28,362,23.208085106383,NA,NA,11,NA,"Verão"
2010-12-29,363,25.9554166666667,29.54,22.44,0.6,78.6920833333333,"Verão"
2010-12-30,364,26.2947916666667,29.1,23.8,0,78.386875,"Verão"
2010-12-31,365,25.4766666666667,30.1,22.81,0,83.6289583333333,"Verão"
